zone;week;climatic_year;cum_inflow_into_reservoirs;cum_nat_inflow_into_pump-storage_reservoirs
france;26;1998;299.380;0.000
france;26;1999;306.789;0.000
france;26;2000;321.964;0.000
france;26;2001;395.701;0.000
france;26;2002;289.273;0.000
france;26;2003;258.578;0.000
france;26;2004;306.834;0.000
france;26;2005;263.676;0.000
france;26;2006;284.987;0.000
france;26;2007;298.665;0.000
france;26;2008;359.994;0.000
france;26;2009;270.490;0.000
france;26;2010;334.258;0.000
france;26;2011;227.114;0.000
france;26;2012;309.729;0.000
france;26;2013;366.730;0.000
france;26;2014;272.153;0.000
france;26;2015;254.975;0.000
france;26;2016;360.449;0.000
france;26;2017;218.315;0.000
france;27;1982;299.180;0.000
france;27;1983;327.771;0.000
france;27;1984;328.331;0.000
france;27;1985;357.485;0.000
france;27;1986;310.221;0.000
france;27;1987;406.786;0.000
france;27;1988;400.223;0.000
france;27;1989;228.074;0.000
france;27;1990;285.520;0.000
france;27;1991;267.808;0.000
france;27;1992;402.564;0.000
france;27;1993;372.695;0.000
france;27;1994;343.974;0.000
france;27;1995;397.554;0.000
france;27;1996;248.979;0.000
france;27;1997;381.579;0.000
france;27;1998;295.363;0.000
france;27;1999;322.343;0.000
france;27;2000;294.277;0.000
france;27;2001;430.838;0.000
france;27;2002;239.484;0.000
france;27;2003;233.647;0.000
france;27;2004;306.591;0.000
france;27;2005;241.823;0.000
france;27;2006;254.140;0.000
france;27;2007;297.543;0.000
france;27;2008;338.195;0.000
france;27;2009;256.775;0.000
france;27;2010;339.320;0.000
france;27;2011;194.818;0.000
france;27;2012;315.667;0.000
france;27;2013;343.154;0.000
france;27;2014;289.311;0.000
france;27;2015;246.655;0.000
france;27;2016;325.714;0.000
france;27;2017;212.500;0.000
france;28;1982;288.336;0.000
france;28;1983;316.621;0.000
france;28;1984;333.853;0.000
france;28;1985;319.581;0.000
france;28;1986;275.634;0.000
france;28;1987;340.482;0.000
france;28;1988;378.438;0.000
france;28;1989;235.268;0.000
france;28;1990;249.998;0.000
france;28;1991;295.780;0.000
france;28;1992;440.329;0.000
france;28;1993;310.616;0.000
france;28;1994;302.935;0.000
france;28;1995;375.709;0.000
france;28;1996;326.380;0.000
france;28;1997;352.452;0.000
france;28;1998;272.213;0.000
france;28;1999;300.200;0.000
france;28;2000;267.316;0.000
france;28;2001;414.707;0.000
france;28;2002;231.349;0.000
france;28;2003;229.629;0.000
france;28;2004;269.749;0.000
france;28;2005;214.560;0.000
france;28;2006;220.370;0.000
france;28;2007;332.587;0.000
france;28;2008;327.094;0.000
france;28;2009;226.212;0.000
france;28;2010;325.963;0.000
france;28;2011;214.270;0.000
france;28;2012;292.398;0.000
france;28;2013;325.350;0.000
france;28;2014;292.237;0.000
france;28;2015;217.969;0.000
france;28;2016;301.648;0.000
france;28;2017;206.946;0.000
france;29;1982;246.203;0.000
france;29;1983;335.241;0.000
france;29;1984;271.283;0.000
france;29;1985;316.404;0.000
france;29;1986;251.330;0.000
france;29;1987;299.923;0.000
france;29;1988;341.885;0.000
france;29;1989;219.069;0.000
france;29;1990;242.006;0.000
france;29;1991;270.605;0.000
france;29;1992;346.714;0.000
france;29;1993;292.239;0.000
france;29;1994;284.614;0.000
france;29;1995;335.997;0.000
france;29;1996;279.161;0.000
france;29;1997;334.495;0.000
france;29;1998;255.982;0.000
france;29;1999;293.174;0.000
france;29;2000;273.189;0.000
france;29;2001;443.720;0.000
france;29;2002;231.925;0.000
france;29;2003;215.666;0.000
france;29;2004;277.658;0.000
france;29;2005;221.038;0.000
france;29;2006;202.931;0.000
france;29;2007;266.389;0.000
france;29;2008;312.867;0.000
france;29;2009;239.535;0.000
france;29;2010;273.634;0.000
france;29;2011;251.855;0.000
france;29;2012;248.350;0.000
france;29;2013;327.780;0.000
france;29;2014;281.146;0.000
france;29;2015;210.805;0.000
france;29;2016;272.011;0.000
france;29;2017;203.808;0.000
france;30;1982;217.615;0.000
france;30;1983;340.299;0.000
france;30;1984;268.113;0.000
france;30;1985;303.263;0.000
france;30;1986;236.762;0.000
france;30;1987;269.364;0.000
france;30;1988;339.406;0.000
france;30;1989;210.620;0.000
france;30;1990;216.557;0.000
france;30;1991;235.528;0.000
france;30;1992;291.473;0.000
france;30;1993;269.265;0.000
france;30;1994;271.565;0.000
france;30;1995;335.756;0.000
france;30;1996;249.349;0.000
france;30;1997;299.798;0.000
france;30;1998;246.464;0.000
france;30;1999;254.409;0.000
france;30;2000;254.808;0.000
france;30;2001;426.054;0.000
france;30;2002;216.528;0.000
france;30;2003;212.727;0.000
france;30;2004;264.345;0.000
france;30;2005;284.172;0.000
france;30;2006;199.314;0.000
france;30;2007;241.513;0.000
france;30;2008;277.460;0.000
france;30;2009;227.272;0.000
france;30;2010;233.422;0.000
france;30;2011;237.166;0.000
france;30;2012;226.563;0.000
france;30;2013;327.231;0.000
france;30;2014;305.766;0.000
france;30;2015;201.273;0.000
france;30;2016;250.870;0.000
france;30;2017;201.695;0.000
france;31;1982;219.256;0.000
france;31;1983;316.262;0.000
france;31;1984;269.135;0.000
france;31;1985;273.152;0.000
france;31;1986;239.741;0.000
france;31;1987;245.353;0.000
france;31;1988;327.147;0.000
france;31;1989;203.436;0.000
france;31;1990;203.863;0.000
france;31;1991;226.072;0.000
france;31;1992;253.910;0.000
france;31;1993;261.793;0.000
france;31;1994;241.211;0.000
france;31;1995;313.785;0.000
france;31;1996;248.727;0.000
france;31;1997;269.067;0.000
france;31;1998;207.816;0.000
france;31;1999;226.106;0.000
france;31;2000;252.321;0.000
france;31;2001;367.753;0.000
france;31;2002;205.764;0.000
france;31;2003;216.779;0.000
france;31;2004;243.893;0.000
france;31;2005;225.077;0.000
france;31;2006;194.614;0.000
france;31;2007;228.579;0.000
france;31;2008;255.938;0.000
france;31;2009;216.768;0.000
france;31;2010;232.402;0.000
france;31;2011;201.554;0.000
france;31;2012;214.372;0.000
france;31;2013;328.247;0.000
france;31;2014;300.466;0.000
france;31;2015;190.117;0.000
france;31;2016;236.561;0.000
france;31;2017;202.272;0.000
france;32;1982;231.927;0.000
france;32;1983;296.123;0.000
france;32;1984;244.104;0.000
france;32;1985;256.862;0.000
france;32;1986;220.806;0.000
france;32;1987;230.561;0.000
france;32;1988;294.160;0.000
france;32;1989;199.847;0.000
france;32;1990;208.269;0.000
france;32;1991;198.393;0.000
france;32;1992;246.185;0.000
france;32;1993;229.976;0.000
france;32;1994;237.490;0.000
france;32;1995;290.783;0.000
france;32;1996;221.738;0.000
france;32;1997;259.094;0.000
france;32;1998;223.185;0.000
france;32;1999;227.414;0.000
france;32;2000;257.417;0.000
france;32;2001;350.035;0.000
france;32;2002;223.498;0.000
france;32;2003;215.656;0.000
france;32;2004;263.208;0.000
france;32;2005;213.914;0.000
france;32;2006;195.232;0.000
france;32;2007;274.229;0.000
france;32;2008;236.315;0.000
france;32;2009;213.907;0.000
france;32;2010;230.554;0.000
france;32;2011;187.192;0.000
france;32;2012;198.688;0.000
france;32;2013;296.011;0.000
france;32;2014;261.561;0.000
france;32;2015;224.961;0.000
france;32;2016;232.261;0.000
france;32;2017;194.454;0.000
france;33;1982;232.275;0.000
france;33;1983;270.984;0.000
france;33;1984;236.242;0.000
france;33;1985;251.985;0.000
france;33;1986;215.423;0.000
france;33;1987;226.377;0.000
france;33;1988;270.409;0.000
france;33;1989;198.111;0.000
france;33;1990;206.328;0.000
france;33;1991;197.476;0.000
france;33;1992;209.570;0.000
france;33;1993;210.261;0.000
france;33;1994;232.210;0.000
france;33;1995;269.677;0.000
france;33;1996;231.369;0.000
france;33;1997;225.379;0.000
france;33;1998;231.381;0.000
france;33;1999;256.362;0.000
france;33;2000;234.928;0.000
france;33;2001;326.399;0.000
france;33;2002;225.354;0.000
france;33;2003;208.139;0.000
france;33;2004;246.648;0.000
france;33;2005;216.870;0.000
france;33;2006;187.728;0.000
france;33;2007;264.102;0.000
france;33;2008;244.933;0.000
france;33;2009;211.188;0.000
france;33;2010;231.593;0.000
france;33;2011;193.255;0.000
france;33;2012;209.984;0.000
france;33;2013;266.537;0.000
france;33;2014;261.155;0.000
france;33;2015;242.672;0.000
france;33;2016;239.223;0.000
france;33;2017;200.248;0.000
france;34;1982;220.911;0.000
france;34;1983;230.023;0.000
france;34;1984;228.175;0.000
france;34;1985;249.657;0.000
france;34;1986;218.802;0.000
france;34;1987;210.829;0.000
france;34;1988;259.825;0.000
france;34;1989;197.155;0.000
france;34;1990;211.397;0.000
france;34;1991;200.840;0.000
france;34;1992;215.603;0.000
france;34;1993;208.766;0.000
france;34;1994;230.360;0.000
france;34;1995;235.290;0.000
france;34;1996;236.516;0.000
france;34;1997;194.475;0.000
france;34;1998;222.065;0.000
france;34;1999;250.204;0.000
france;34;2000;222.998;0.000
france;34;2001;299.939;0.000
france;34;2002;207.680;0.000
france;34;2003;201.076;0.000
france;34;2004;290.279;0.000
france;34;2005;240.747;0.000
france;34;2006;207.618;0.000
france;34;2007;261.871;0.000
france;34;2008;243.404;0.000
france;34;2009;215.133;0.000
france;34;2010;218.323;0.000
france;34;2011;201.898;0.000
france;34;2012;211.083;0.000
france;34;2013;258.994;0.000
france;34;2014;237.257;0.000
france;34;2015;216.685;0.000
france;34;2016;226.046;0.000
france;34;2017;201.533;0.000
france;35;1982;228.356;0.000
france;35;1983;238.500;0.000
france;35;1984;212.709;0.000
france;35;1985;265.667;0.000
france;35;1986;223.888;0.000
france;35;1987;249.439;0.000
france;35;1988;246.955;0.000
france;35;1989;200.590;0.000
france;35;1990;191.529;0.000
france;35;1991;203.736;0.000
france;35;1992;206.871;0.000
france;35;1993;205.506;0.000
france;35;1994;226.762;0.000
france;35;1995;228.403;0.000
france;35;1996;246.461;0.000
france;35;1997;206.722;0.000
france;35;1998;237.768;0.000
france;35;1999;227.711;0.000
france;35;2000;223.592;0.000
france;35;2001;292.476;0.000
france;35;2002;227.011;0.000
france;35;2003;202.273;0.000
france;35;2004;306.968;0.000
france;35;2005;234.675;0.000
france;35;2006;225.573;0.000
france;35;2007;248.397;0.000
france;35;2008;226.929;0.000
france;35;2009;210.350;0.000
france;35;2010;205.003;0.000
france;35;2011;185.077;0.000
france;35;2012;197.975;0.000
france;35;2013;253.923;0.000
france;35;2014;220.905;0.000
france;35;2015;229.142;0.000
france;35;2016;228.190;0.000
france;35;2017;196.961;0.000
france;36;1982;220.043;0.000
france;36;1983;237.479;0.000
france;36;1984;216.823;0.000
france;36;1985;238.897;0.000
france;36;1986;214.234;0.000
france;36;1987;205.107;0.000
france;36;1988;243.299;0.000
france;36;1989;210.486;0.000
france;36;1990;200.309;0.000
france;36;1991;204.244;0.000
france;36;1992;223.280;0.000
france;36;1993;206.329;0.000
france;36;1994;218.938;0.000
france;36;1995;229.572;0.000
france;36;1996;223.734;0.000
france;36;1997;219.329;0.000
france;36;1998;200.965;0.000
france;36;1999;214.338;0.000
france;36;2000;221.730;0.000
france;36;2001;288.489;0.000
france;36;2002;247.137;0.000
france;36;2003;195.764;0.000
france;36;2004;271.691;0.000
france;36;2005;209.207;0.000
france;36;2006;212.497;0.000
france;36;2007;238.802;0.000
france;36;2008;237.814;0.000
france;36;2009;207.745;0.000
france;36;2010;217.612;0.000
france;36;2011;189.296;0.000
france;36;2012;209.490;0.000
france;36;2013;245.260;0.000
france;36;2014;220.463;0.000
france;36;2015;228.377;0.000
france;36;2016;226.426;0.000
france;36;2017;189.435;0.000
france;37;1982;214.025;0.000
france;37;1983;247.122;0.000
france;37;1984;214.775;0.000
france;37;1985;239.135;0.000
france;37;1986;207.074;0.000
france;37;1987;203.216;0.000
france;37;1988;242.771;0.000
france;37;1989;206.861;0.000
france;37;1990;208.107;0.000
france;37;1991;194.803;0.000
france;37;1992;210.238;0.000
france;37;1993;219.412;0.000
france;37;1994;275.333;0.000
france;37;1995;248.492;0.000
france;37;1996;224.966;0.000
france;37;1997;220.362;0.000
france;37;1998;242.927;0.000
france;37;1999;223.454;0.000
france;37;2000;237.268;0.000
france;37;2001;282.769;0.000
france;37;2002;288.473;0.000
france;37;2003;203.720;0.000
france;37;2004;257.064;0.000
france;37;2005;214.903;0.000
france;37;2006;224.690;0.000
france;37;2007;249.553;0.000
france;37;2008;283.614;0.000
france;37;2009;238.681;0.000
france;37;2010;206.985;0.000
france;37;2011;187.622;0.000
france;37;2012;205.036;0.000
france;37;2013;228.256;0.000
france;37;2014;206.736;0.000
france;37;2015;206.958;0.000
france;37;2016;222.421;0.000
france;37;2017;199.935;0.000
france;38;1982;204.139;0.000
france;38;1983;262.909;0.000
france;38;1984;252.650;0.000
france;38;1985;237.212;0.000
france;38;1986;180.684;0.000
france;38;1987;211.774;0.000
france;38;1988;229.718;0.000
france;38;1989;199.881;0.000
france;38;1990;199.660;0.000
france;38;1991;197.569;0.000
france;38;1992;222.317;0.000
france;38;1993;277.800;0.000
france;38;1994;336.952;0.000
france;38;1995;297.644;0.000
france;38;1996;281.596;0.000
france;38;1997;229.119;0.000
france;38;1998;234.042;0.000
france;38;1999;198.770;0.000
france;38;2000;226.486;0.000
france;38;2001;288.595;0.000
france;38;2002;284.843;0.000
france;38;2003;210.419;0.000
france;38;2004;253.168;0.000
france;38;2005;224.084;0.000
france;38;2006;185.291;0.000
france;38;2007;246.034;0.000
france;38;2008;277.118;0.000
france;38;2009;237.894;0.000
france;38;2010;214.188;0.000
france;38;2011;194.375;0.000
france;38;2012;205.692;0.000
france;38;2013;246.599;0.000
france;38;2014;202.894;0.000
france;38;2015;220.374;0.000
france;38;2016;189.824;0.000
france;38;2017;214.300;0.000
france;39;1982;200.896;0.000
france;39;1983;256.438;0.000
france;39;1984;374.646;0.000
france;39;1985;236.186;0.000
france;39;1986;200.253;0.000
france;39;1987;239.315;0.000
france;39;1988;236.175;0.000
france;39;1989;196.352;0.000
france;39;1990;211.331;0.000
france;39;1991;167.250;0.000
france;39;1992;224.085;0.000
france;39;1993;557.326;0.000
france;39;1994;374.551;0.000
france;39;1995;316.351;0.000
france;39;1996;286.219;0.000
france;39;1997;234.240;0.000
france;39;1998;232.504;0.000
france;39;1999;210.913;0.000
france;39;2000;254.106;0.000
france;39;2001;297.342;0.000
france;39;2002;266.582;0.000
france;39;2003;206.357;0.000
france;39;2004;256.671;0.000
france;39;2005;214.293;0.000
france;39;2006;243.145;0.000
france;39;2007;240.950;0.000
france;39;2008;237.288;0.000
france;39;2009;217.895;0.000
france;39;2010;195.499;0.000
france;39;2011;191.421;0.000
france;39;2012;220.157;0.000
france;39;2013;234.872;0.000
france;39;2014;215.622;0.000
france;39;2015;220.414;0.000
france;39;2016;209.441;0.000
france;39;2017;208.255;0.000
france;40;1982;208.359;0.000
france;40;1983;264.467;0.000
france;40;1984;427.038;0.000
france;40;1985;233.448;0.000
france;40;1986;212.321;0.000
france;40;1987;234.153;0.000
france;40;1988;235.724;0.000
france;40;1989;207.844;0.000
france;40;1990;216.003;0.000
france;40;1991;181.781;0.000
france;40;1992;363.791;0.000
france;40;1993;443.009;0.000
france;40;1994;357.617;0.000
france;40;1995;307.940;0.000
france;40;1996;252.018;0.000
france;40;1997;236.757;0.000
france;40;1998;338.911;0.000
france;40;1999;245.008;0.000
france;40;2000;309.375;0.000
france;40;2001;321.085;0.000
france;40;2002;252.589;0.000
france;40;2003;210.673;0.000
france;40;2004;260.625;0.000
france;40;2005;186.448;0.000
france;40;2006;248.686;0.000
france;40;2007;260.605;0.000
france;40;2008;229.100;0.000
france;40;2009;219.590;0.000
france;40;2010;185.836;0.000
france;40;2011;201.461;0.000
france;40;2012;228.625;0.000
france;40;2013;272.464;0.000
france;40;2014;220.071;0.000
france;40;2015;225.700;0.000
france;40;2016;226.164;0.000
france;40;2017;202.063;0.000
france;41;1982;300.751;0.000
france;41;1983;251.767;0.000
france;41;1984;427.948;0.000
france;41;1985;235.078;0.000
france;41;1986;222.421;0.000
france;41;1987;287.629;0.000
france;41;1988;244.158;0.000
france;41;1989;226.870;0.000
france;41;1990;210.046;0.000
france;41;1991;201.166;0.000
france;41;1992;455.246;0.000
france;41;1993;487.999;0.000
france;41;1994;340.950;0.000
france;41;1995;323.423;0.000
france;41;1996;278.683;0.000
france;41;1997;225.497;0.000
france;41;1998;393.872;0.000
france;41;1999;228.105;0.000
france;41;2000;276.456;0.000
france;41;2001;305.367;0.000
france;41;2002;263.906;0.000
france;41;2003;230.995;0.000
france;41;2004;251.056;0.000
france;41;2005;181.798;0.000
france;41;2006;251.944;0.000
france;41;2007;264.126;0.000
france;41;2008;251.206;0.000
france;41;2009;211.570;0.000
france;41;2010;248.632;0.000
france;41;2011;197.010;0.000
france;41;2012;252.921;0.000
france;41;2013;282.583;0.000
france;41;2014;190.149;0.000
france;41;2015;251.168;0.000
france;41;2016;228.665;0.000
france;41;2017;205.491;0.000
france;42;1982;334.686;0.000
france;42;1983;225.266;0.000
france;42;1984;356.056;0.000
france;42;1985;238.699;0.000
france;42;1986;243.756;0.000
france;42;1987;242.423;0.000
france;42;1988;220.445;0.000
france;42;1989;214.108;0.000
france;42;1990;179.303;0.000
france;42;1991;217.727;0.000
france;42;1992;444.272;0.000
france;42;1993;527.482;0.000
france;42;1994;351.837;0.000
france;42;1995;306.852;0.000
france;42;1996;258.479;0.000
france;42;1997;240.092;0.000
france;42;1998;335.725;0.000
france;42;1999;247.319;0.000
france;42;2000;411.592;0.000
france;42;2001;292.083;0.000
france;42;2002;251.944;0.000
france;42;2003;238.479;0.000
france;42;2004;263.149;0.000
france;42;2005;195.742;0.000
france;42;2006;271.055;0.000
france;42;2007;260.260;0.000
france;42;2008;233.504;0.000
france;42;2009;219.472;0.000
france;42;2010;280.198;0.000
france;42;2011;203.283;0.000
france;42;2012;243.607;0.000
france;42;2013;285.935;0.000
france;42;2014;183.544;0.000
france;42;2015;245.323;0.000
france;42;2016;220.525;0.000
france;42;2017;205.188;0.000
france;43;1982;336.514;0.000
france;43;1983;231.565;0.000
france;43;1984;305.576;0.000
france;43;1985;243.123;0.000
france;43;1986;286.353;0.000
france;43;1987;207.610;0.000
france;43;1988;241.858;0.000
france;43;1989;208.731;0.000
france;43;1990;243.329;0.000
france;43;1991;236.798;0.000
france;43;1992;459.417;0.000
france;43;1993;481.191;0.000
france;43;1994;335.082;0.000
france;43;1995;290.362;0.000
france;43;1996;258.271;0.000
france;43;1997;249.083;0.000
france;43;1998;326.996;0.000
france;43;1999;260.475;0.000
france;43;2000;320.891;0.000
france;43;2001;338.014;0.000
france;43;2002;324.303;0.000
france;43;2003;284.342;0.000
france;43;2004;210.001;0.000
france;43;2005;224.153;0.000
france;43;2006;222.507;0.000
france;43;2007;283.312;0.000
france;43;2008;270.289;0.000
france;43;2009;245.979;0.000
france;43;2010;265.662;0.000
france;43;2011;205.222;0.000
france;43;2012;170.395;0.000
france;43;2013;261.562;0.000
france;43;2014;206.482;0.000
france;43;2015;237.949;0.000
france;43;2016;202.748;0.000
france;43;2017;196.204;0.000
france;44;1982;298.592;0.000
france;44;1983;251.699;0.000
france;44;1984;294.616;0.000
france;44;1985;263.913;0.000
france;44;1986;281.225;0.000
france;44;1987;180.566;0.000
france;44;1988;268.006;0.000
france;44;1989;208.364;0.000
france;44;1990;334.471;0.000
france;44;1991;252.233;0.000
france;44;1992;645.658;0.000
france;44;1993;423.666;0.000
